Ground Name,City,Country,Batting First Elo Boost,Adj 1st Innings Score,Adj 2nd Innings Score,Matches Completed,Batting First Wins,Batting Second Wins,Batting First Win %,Batting Second Win %
City Oval,Pietermaritzburg,South Africa,-0.03741417163680408,264.25,171.909448825,2,1,1,0.5,0.5
Cobham Oval (New),Whangarei,New Zealand,-0.01156322317947859,279.0,260.739130425,2,1,1,0.5,0.5
OUTsurance Oval,Bloemfontein,South Africa,0.0863191982707235,347.24999999999994,259.5,2,2,0,1.0,0.0
Davies Park,Queenstown,New Zealand,-0.5579255268838097,206.75000000000003,248.20046975,2,0,2,0.0,1.0
Karnataka State Cricket Association Stadium,Bengaluru,India,-0.2702220597940238,225.36956525000002,246.03107345,2,0,2,0.0,1.0
Jawaharlal Nehru Stadium,Delhi,India,0.13895927511445633,272.541666675,276.220238125,2,1,1,0.5,0.5
Barkatullah Khan Stadium,Jodhpur,India,-0.1877619577361322,221.5,234.72666682500005,2,0,2,0.0,1.0
Sportpark Thurlede,Schiedam,Netherlands,-0.5262436631742606,180.75,201.187146425,2,0,2,0.0,1.0
Gandhi Sports Complex Ground,Amritsar,India,0.020886863444772863,181.847826075,177.28385329999998,2,1,1,0.5,0.5
North Marine Road Ground,Scarborough,England,-0.4014550363563997,186.363636375,190.6097561,2,1,1,0.5,0.5
Chevrolet Park,Bloemfontein,South Africa,0.16896602473457442,300.58823529999995,208.308823525,2,1,1,0.5,0.5
Pindi Club Ground,Rawalpindi,Pakistan,0.027330913725944317,241.43749999999997,230.53723405,2,1,1,0.5,0.5
Affies Park,Windhoek,Namibia,-0.49665608109486264,164.0,250.0,1,0,1,0.0,1.0
Shaheed Veer Narayan Singh International Stadium,Raipur,India,-0.24066977438645976,108.0,275.2066116,1,0,1,0.0,1.0
Mulpani Cricket Ground,Kathmandu,Nepal,0.09352916244361946,223.25581400000002,220.9302326,1,1,0,1.0,0.0
Eastern Oval,Ballarat,Australia,0.3019806897957832,280.0,174.0,1,1,0,1.0,0.0
Bready Cricket Club,Bready,Ireland,-0.07971340922202373,254.0,265.9793814,1,0,1,0.0,1.0
Lavington Sports Oval,Albury,Australia,0.4594938952566027,134.0,125.0,1,1,0,1.0,0.0
Bugti Stadium,Quetta,Pakistan,-0.027351436948612484,237.0,243.05084749999997,1,0,1,0.0,1.0
Bayuemas Oval,Kuala Lumpur,Malaysia,-0.06824714761370726,216.0,252.5096525,1,0,1,0.0,1.0
Indira Gandhi Stadium,Vijayawada,India,0.6480789492629979,315.0,180.0,1,1,0,1.0,0.0
University Stadium,Thiruvananthapuram,India,-0.17768678232702212,265.5555556,281.3229572,1,0,1,0.0,1.0
Nairobi Club Ground,Nairobi,Kenya,-0.3486250391552079,169.0,209.0163934,1,0,1,0.0,1.0
Kimberley Country Club,Kimberley,South Africa,-0.20786352127103408,295.0,312.5,1,0,1,0.0,1.0
Devonport Oval,Devonport,Australia,0.39814106510336505,177.0,148.0,1,1,0,1.0,0.0
SuperSport Centurion,Centurion,South Africa,0.14671902270784598,225.99999999999997,176.0,1,1,0,1.0,0.0
New County Ground,Brighton,England,-0.23527044604367653,252.99999999999997,268.3098592,1,0,1,0.0,1.0
North Tasmania Cricket Association Ground,Launceston,Australia,0.22627920010619923,210.41666669999998,186.6666667,1,1,0,1.0,0.0
Tasmania Cricket Association Ground,Hobart,Australia,-0.06674918031268481,197.0,243.44262300000003,1,0,1,0.0,1.0
Simba Union Ground,Nairobi,Kenya,0.3621623594106936,311.0,204.99999999999997,1,1,0,1.0,0.0
Kwekwe Sports Club,Kwekwe,Zimbabwe,0.16863898461292368,259.0909091,205.6818182,1,1,0,1.0,0.0
Pukekura Park,New Plymouth,New Zealand,-0.29691771623058477,312.0,317.2297297,1,0,1,0.0,1.0
Westpac Park,Hamilton,New Zealand,-0.31207987513820035,122.0,218.02325579999996,1,0,1,0.0,1.0
Nevill Ground,Tunbridge Wells,England,0.5100339863394651,221.6666667,195.8333333,1,1,0,1.0,0.0
Berri Oval,Berri,Australia,0.21388003056609928,268.0,177.0,1,1,0,1.0,0.0
Phoenix County Ground,Bristol,England,-0.4742428143917434,171.6666667,265.6779661,1,0,1,0.0,1.0
Queen's Park (Old),St George's,West Indies,-0.06173376124735102,166.0,207.02479339999996,1,0,1,0.0,1.0
Burlton Park,Jalandhar,India,-0.06786279787925509,223.61111110000002,230.98591549999998,1,0,1,0.0,1.0
Sardar Vallabhbhai Patel Stadium,Ahmedabad,India,-0.29108378378886446,169.5652174,182.5095057,1,0,1,0.0,1.0
KD Singh Babu Stadium,Lucknow,India,0.056059561508623054,219.0,213.0,1,1,0,1.0,0.0
Sargodha Stadium,Sargodha,Pakistan,-0.04046867897888192,193.75,213.1221719,1,0,1,0.0,1.0
Brian Lara Stadium,Tarouba,West Indies,0.2588470095247054,351.0,151.0,1,1,0,1.0,0.0
